time/total_timesteps,rollout/ep_rew_mean,time/episodes,rollout/exploration_rate,rollout/ep_len_mean,time/time_elapsed,train/loss,train/n_updates
158432,-4.578530404661694,1050,0.07,201.89,1504,0.00350241523119621,69208
160117,-4.3766050347102885,1060,0.07,196.0,1521,0.0030170046084094793,70056
161704,-3.884899143085248,1070,0.07,190.64,1536,0.0027263781521469355,70848
162602,-3.6140373404045105,1080,0.07,175.7,1544,0.0035673844686243683,71296
163950,-3.446121603088355,1090,0.07,172.12,1557,0.0027287198463454843,71968
165208,-3.292431882152373,1100,0.07,165.73,1570,0.002462856034981087,72600
166538,-3.176639928259948,1110,0.07,158.1,1582,0.0030623544880654663,73264
168088,-3.008144001067621,1120,0.07,150.7,1597,0.002442446624627337,74040
169199,-2.8656076878476897,1130,0.07,141.97,1608,0.0031195720221148804,74592
170375,-2.7011852866627475,1140,0.07,132.56,1620,0.0022282819263637066,75184
171195,-2.5678960345636277,1150,0.07,126.63,1629,0.0025951383722713217,75592
171804,-2.4165793400056437,1160,0.07,115.87,1635,0.0023772032000124454,75896
172578,-2.2746457262847093,1170,0.07,107.74,1642,0.0022593152680201456,76288
173423,-2.2767148017137813,1180,0.07,107.21,1650,0.0021490375220309943,76704
174136,-2.2266008129137442,1190,0.07,100.86,1657,0.0020914570486638695,77064
174750,-2.1288636024560406,1200,0.07,94.42,1663,0.0024280089273815975,77368
176049,-2.176751541461341,1210,0.07,94.11,1676,0.0021763734985142946,78024
176676,-2.066638171636038,1220,0.07,84.88,1682,0.0021832355414517224,78336
177465,-2.0665252386873756,1230,0.07,81.66,1689,0.002301013271789998,78728
178203,-2.0584327406641405,1240,0.07,77.28,1696,0.0020004957914352417,79096
178819,-2.04272732156311,1250,0.07,75.24,1702,0.0020484543492784724,79408
179472,-2.039946460886821,1260,0.07,75.68,1708,0.0021238295739749447,79728
180006,-2.036027892203658,1270,0.07,73.28,1713,0.0022904557990841568,80000
180702,-1.9870806608556588,1280,0.07,71.79,1720,0.0017492043552920222,80344
181362,-2.020763165352299,1290,0.07,71.26,1726,0.0022439095482695848,80680
182026,-2.0062239955492087,1300,0.07,71.76,1732,0.0018862662691390142,81008
182609,-1.8493947419459746,1310,0.07,64.6,1738,0.001923613526741974,81304
183109,-1.750084874789371,1320,0.07,63.33,1742,0.0017544383008498698,81552
183650,-1.6635332091275499,1330,0.07,60.85,1748,0.0020133629586780444,81824
184268,-1.6450678406620955,1340,0.07,59.65,1754,0.0018660965288290754,82128
184998,-1.6686737199013137,1350,0.07,60.79,1760,0.002188209618907422,82496
185491,-1.6682586809862965,1360,0.07,59.19,1765,0.002020097235799767,82744
186033,-1.639152638737857,1370,0.07,59.27,1770,0.0020798477344214916,83016
186663,-1.649099822620008,1380,0.07,58.61,1776,0.002604737426736392,83328
187266,-1.574417186031043,1390,0.07,58.04,1782,0.0019528061093296856,83632
187747,-1.5431234885825291,1400,0.07,56.21,1786,0.0018282964156242087,83872
188331,-1.5393129426979206,1410,0.07,56.22,1792,0.0018654315499588847,84160
188779,-1.5363839984749654,1420,0.07,55.7,1796,0.0019403736951062456,84384
189318,-1.53225717788222,1430,0.07,55.68,1801,0.0019300061248941347,84656
189833,-1.4986286019569919,1440,0.07,54.65,1807,0.00188214129593689,84912
190284,-1.427078601299014,1450,0.07,51.86,1811,0.0016545218677492812,85136
190775,-1.435886163611675,1460,0.07,51.84,1816,0.0017611804942134768,85384
191271,-1.4428672668725357,1470,0.07,51.38,1820,0.0017249211814487353,85632
191833,-1.4872693052302655,1480,0.07,50.7,1826,0.002030785966780968,85912
192348,-1.4866784531360775,1490,0.07,49.82,1831,0.0017171899962704629,86168
192833,-1.5004608494139229,1500,0.07,49.86,1836,0.001911688843392767,86416
193354,-1.521701548020372,1510,0.07,49.23,1841,0.0019388191140023991,86672
193854,-1.5431319370645584,1520,0.07,49.75,1846,0.0016321411385433748,86920
194423,-1.5954144773239338,1530,0.07,50.05,1851,0.0016647209995426238,87208
194923,-1.6089036285791198,1540,0.07,49.9,1856,0.0016782940219854936,87456
195343,-1.6277816492654877,1550,0.07,49.59,1860,0.001771494746208191,87664
195925,-1.6176269224126667,1560,0.07,50.5,1866,0.0015667482803110033,87960
196464,-1.605974460243335,1570,0.07,50.93,1871,0.0017148963670479134,88224
196923,-1.52399431260883,1580,0.07,49.9,1875,0.0015822630521142855,88456
197349,-1.4686635314026928,1590,0.07,49.01,1880,0.0017383988306391984,88672
197866,-1.4591105804719484,1600,0.07,49.33,1885,0.001592914864886552,88928
198299,-1.4054127264336955,1610,0.07,48.45,1889,0.0019091465946985409,89144
198743,-1.3696954579288683,1620,0.07,47.89,1893,0.0018730557058006525,89368
199244,-1.334255151648489,1630,0.07,47.21,1898,0.0017784610827220604,89616
199657,-1.2890656869948884,1640,0.07,46.34,1902,0.0016893356805667281,89824
