time/episodes,rollout/ep_rew_mean,rollout/ep_len_mean,time/total_timesteps,time/time_elapsed,rollout/exploration_rate,train/loss,train/n_updates
330,-45.019319067044805,209.1,76781,668,0.1074208750000002,0.14905188605189323,28384
340,-43.731954218675355,204.15,78644,686,0.0857635000000001,0.15422438085079193,29320
350,-42.26444602929389,199.68,80545,705,0.07,0.14392290730029345,30272
360,-41.607899144947766,198.54,82971,728,0.07,0.17673600371927023,31480
370,-41.10403823462887,195.88,84800,746,0.07,0.15277214627712965,32392
380,-41.23377088980513,197.31,86755,765,0.07,0.15968038886785507,33376
390,-38.01458491125854,190.68,88696,784,0.07,0.23437325283885002,34344
400,-34.900072563664935,192.44,90673,803,0.07,0.12675851304084063,35336
410,-36.29298839895766,201.12,92838,824,0.07,0.17137143202126026,36416
420,-36.148214543831,201.26,94370,839,0.07,0.2253759764134884,37184
430,-31.55234075665373,189.24,95805,853,0.07,0.18424896150827408,37896
440,-29.92189614419773,179.1,96654,861,0.07,0.1211247481405735,38320
450,-28.23826257776156,167.84,97429,869,0.07,0.15937447547912598,38712
460,-25.781903202433433,155.54,98625,881,0.07,0.20082102995365858,39312
470,-24.672039842990422,151.8,100080,895,0.07,0.14913246873766184,40032
480,-23.40499592552278,145.1,101365,907,0.07,0.22528649773448706,40680
490,-21.252284027591635,133.61,102157,915,0.07,0.22305762581527233,41072
500,-19.811407871157996,125.18,103291,926,0.07,0.251488009467721,41640
510,-24.186116843381555,126.14,105552,947,0.07,0.23691508546471596,42768
520,-27.57595176763144,129.93,107463,966,0.07,0.22556744888424873,43728
530,-27.07455961601662,126.18,108523,976,0.07,0.2978296224027872,44256
540,-26.56972740623322,122.82,109036,981,0.07,0.17788341268897057,44512
550,-27.517380865684554,126.1,110139,992,0.07,0.16154846362769604,45064
560,-27.172926054711958,122.87,111012,1000,0.07,0.2524784207344055,45504
570,-25.900090798596626,114.04,111584,1006,0.07,0.15291380789130926,45784
580,-24.80117284024467,107.07,112172,1012,0.07,0.18560528103262186,46080
590,-24.751140799869273,106.88,112945,1020,0.07,0.23964456468820572,46472
600,-24.284084667899805,101.38,113529,1025,0.07,0.2078927019611001,46760
610,-18.177979074933194,87.52,114404,1034,0.07,0.24360806681215763,47200
620,-13.139400780103415,72.48,114811,1038,0.07,0.23475253116339445,47400
630,-14.209790786565133,72.98,115921,1049,0.07,0.2588838869705796,47960
640,-14.972749375893688,76.05,116741,1057,0.07,0.22399092093110085,48368
650,-13.50555357145783,69.87,117226,1062,0.07,0.2646558489650488,48608
660,-13.339840182885558,67.73,117885,1068,0.07,0.254436694085598,48936
670,-13.321462988663288,66.58,118342,1073,0.07,0.217948192730546,49168
680,-13.070653466929157,64.14,118686,1076,0.07,0.2921746652573347,49336
690,-13.030859178420961,61.7,119215,1081,0.07,0.22833665646612644,49600
700,-13.145740763851594,60.46,119675,1086,0.07,0.22720185667276382,49832
710,-12.178141935402653,55.22,120026,1089,0.07,0.2672867625951767,50008
720,-12.40135968115796,55.02,120413,1093,0.07,0.15814783331006765,50200
730,-11.00654464493335,50.44,121065,1099,0.07,0.3736324906349182,50528
740,-10.660538339257318,50.05,121846,1107,0.07,0.3230779618024826,50920
750,-10.64364556225816,49.5,122276,1111,0.07,0.256140923127532,51136
760,-10.100199314529135,46.89,122674,1115,0.07,0.27899157628417015,51336
770,-10.217836205732613,47.16,123158,1120,0.07,0.28948961198329926,51576
780,-10.30555797490697,47.25,123511,1124,0.07,0.30104880779981613,51752
790,-10.090305472073862,46.0,123915,1128,0.07,0.20521105825901031,51952
800,-9.67785196214359,44.7,124245,1131,0.07,0.3898995164781809,52120
810,-9.676130287193915,44.58,124584,1134,0.07,0.26336146518588066,52288
820,-9.781452636357809,44.46,124959,1138,0.07,0.27790666185319424,52472
830,-10.15621147949248,44.22,125587,1144,0.07,0.24917934462428093,52792
840,-9.31074726966642,39.42,125888,1147,0.07,0.34217019751667976,52936
850,-9.515975519613093,39.57,126333,1151,0.07,0.24227451719343662,53160
860,-9.48785687207404,39.46,126720,1155,0.07,0.2752504479140043,53352
870,-9.920443148649163,41.2,127378,1162,0.07,0.24960923939943314,53688
880,-10.340555862614286,42.94,127905,1167,0.07,0.38262142054736614,53952
890,-10.344352460890155,42.5,128265,1170,0.07,0.39481816813349724,54128
900,-10.585775568858457,42.95,128640,1174,0.07,0.20801616832613945,54312
910,-10.856617837688239,44.14,129098,1179,0.07,0.2737526521086693,54544
920,-11.48919237443625,45.98,129657,1184,0.07,0.5522294621914625,54824
930,-12.024430667160866,48.71,130558,1193,0.07,0.28849345818161964,55272
940,-12.310930577043735,49.13,130901,1197,0.07,0.35783560015261173,55448
950,-12.40478698010733,49.87,131420,1202,0.07,0.29427497275173664,55704
960,-12.235465503962319,48.38,131658,1204,0.07,0.43098635226488113,55824
970,-11.80941893937499,45.7,132048,1208,0.07,0.28321912325918674,56016
980,-11.481366145707584,43.88,132393,1212,0.07,0.42274390906095505,56192
990,-11.746522362522255,44.19,132784,1216,0.07,0.5109945945441723,56384
1000,-11.977479056744787,46.38,133378,1221,0.07,0.35769327357411385,56688
1010,-11.711032171611384,45.42,133740,1225,0.07,0.3421860057860613,56864
1020,-11.852087943502266,47.92,134549,1233,0.07,0.35421293042600155,57272
1030,-10.645209037802845,42.27,134885,1236,0.07,0.2811880949884653,57440
1040,-10.933005732196078,44.66,135467,1242,0.07,0.34632636420428753,57728
1050,-10.444334592854169,42.32,135752,1245,0.07,0.3552222475409508,57872
1060,-10.739485165277868,43.34,136092,1248,0.07,0.3321475628763437,58040
1070,-11.286356723969309,46.99,136847,1256,0.07,0.31884648837149143,58416
1080,-11.725895408170603,49.21,137414,1261,0.07,0.5256033632904291,58704
1090,-11.995889092892085,50.9,137974,1267,0.07,0.3721524439752102,58984
1100,-11.468983551777315,48.02,138280,1270,0.07,0.47090087458491325,59136
1110,-11.91549254537323,50.06,138846,1275,0.07,0.4544415958225727,59416
1120,-11.004691291942208,45.45,139194,1279,0.07,0.3958871364593506,59592
1130,-11.080726508129015,46.92,139677,1283,0.07,0.3255390916019678,59832
1140,-11.074846406624808,47.35,140302,1290,0.07,0.3856749925762415,60144
1150,-11.096623213817551,48.33,140685,1293,0.07,0.19304466247558594,60336
1160,-11.906916247409443,55.14,141706,1303,0.07,0.2759279292076826,60848
1170,-14.53328770785696,61.81,143128,1317,0.07,0.5272309891879559,61560
1180,-13.936359076871977,59.32,143446,1320,0.07,0.2455868050456047,61720
1190,-13.248321398446091,56.91,143765,1324,0.07,0.4179162848740816,61880
1200,-13.111165313479106,56.99,144079,1327,0.07,0.5956446789205074,62032
1210,-12.693671921780867,55.19,144465,1331,0.07,0.4465670119971037,62232
1220,-13.026215295069697,58.48,145142,1337,0.07,0.3400207329541445,62568
1230,-12.765298069872152,57.08,145485,1341,0.07,0.4465898312628269,62736
1240,-12.509375059127779,55.16,145918,1345,0.07,0.5581493508070707,62952
1250,-12.564384587497836,54.69,146254,1348,0.07,0.416176812723279,63120
1260,-11.599586105806225,47.54,146560,1351,0.07,0.5290978718549013,63272
1270,-8.125662965694987,36.61,146889,1355,0.07,0.44726352393627167,63440
1280,-8.312913995572913,37.35,147281,1360,0.07,0.5800368059426546,63640
1290,-9.0002745569269,41.74,148039,1369,0.07,0.39067766815423965,64016
1300,-9.240889449836807,41.95,148374,1372,0.07,0.564172301441431,64184
1310,-10.336836353193812,47.73,149338,1382,0.07,0.3761743288487196,64664
1320,-10.130490375913025,46.94,149936,1388,0.07,0.47415966168046,64960
1330,-10.525512886143046,49.27,150512,1394,0.07,0.4152010716497898,65248
1340,-10.419473252398403,48.44,150862,1398,0.07,0.4069824330508709,65424
1350,-11.000173797069378,51.8,151534,1405,0.07,0.46167257986962795,65760
1360,-11.543219132592872,53.83,152043,1410,0.07,0.7257189527153969,66016
1370,-11.596104032546513,53.55,152344,1413,0.07,0.44995394721627235,66168
1380,-12.622595798737382,59.36,153317,1423,0.07,0.4410759285092354,66656
1390,-12.32050550572855,57.56,153895,1428,0.07,0.5165465176105499,66944
1400,-12.236590324350981,57.96,154270,1432,0.07,0.5198346488177776,67128
1410,-11.11598461237437,51.74,154612,1436,0.07,0.517042763531208,67304
1420,-10.925315088794338,49.1,154946,1439,0.07,0.5460468605160713,67472
1430,-10.39800171328771,46.7,155282,1443,0.07,0.5784990899264812,67640
1440,-10.612171091233124,47.29,155691,1447,0.07,0.4189665988087654,67840
1450,-10.442805620092496,45.88,156222,1452,0.07,0.43185839988291264,68104
1460,-9.840470213894726,43.72,156515,1455,0.07,0.7196769826114178,68256
1470,-9.793005926615168,44.14,156858,1459,0.07,0.47689352184534073,68424
1480,-8.534616182935586,37.8,157197,1462,0.07,0.5000174175947905,68592
1490,-8.47360207371806,37.6,157755,1468,0.07,0.6047504022717476,68872
1500,-8.232121781801208,36.61,158031,1471,0.07,0.6515260022133589,69008
1510,-8.276607108591481,36.64,158376,1474,0.07,0.539146862924099,69184
1520,-8.160075639280786,37.11,158757,1479,0.07,0.5528286881744862,69376
1530,-8.000365037155241,36.16,158998,1482,0.07,0.5254430510103703,69496
1540,-7.489908514249051,35.08,159299,1485,0.07,0.5857365112751722,69648
1550,-7.46479137265141,33.88,159710,1490,0.07,0.4422990679740906,69848
1560,-8.232892195919527,37.19,160334,1497,0.07,0.5019784420728683,70160
1570,-8.129609580514924,36.54,160612,1500,0.07,0.6241231020539999,70304
1580,-8.250443260787065,36.76,160973,1504,0.07,0.4805217757821083,70480
1590,-7.927275948635606,35.36,161391,1509,0.07,0.7095376886427402,70688
1600,-8.26223099244639,36.83,161814,1513,0.07,0.5539145097136497,70904
1610,-8.50666987835241,37.42,162218,1518,0.07,0.580473218113184,71104
1620,-8.61092836740247,36.82,162539,1521,0.07,0.7291027717292309,71264
1630,-9.262169208072686,38.88,162986,1526,0.07,0.5719217136502266,71488
1640,-9.538572811037554,39.62,163361,1530,0.07,0.6911327335983515,71680
1650,-9.176703917174047,38.87,163697,1533,0.07,0.700459036976099,71848
1660,-9.57703759452662,41.82,164616,1543,0.07,0.5544655658304691,72304
1670,-10.230494517426598,43.98,165110,1549,0.07,0.5466506127268076,72552
1680,-10.459594656337691,44.66,165539,1553,0.07,0.7719432339072227,72768
1690,-10.438513769991381,43.76,165867,1557,0.07,0.4209522642195225,72928
1700,-10.820357069173742,45.6,166474,1563,0.07,0.591145584359765,73232
1710,-10.52413472017566,45.54,166872,1567,0.07,0.7103915587067604,73432
1720,-10.252213437259474,45.41,167180,1571,0.07,0.5426065362989902,73584
1730,-10.628402851724832,47.52,167838,1578,0.07,0.7725788485258818,73912
1740,-10.44987339248451,46.73,168134,1581,0.07,0.4929331298917532,74064
1750,-10.655438575531516,48.96,168693,1586,0.07,0.6447765901684761,74344
1760,-9.776001477147863,43.92,169108,1591,0.07,0.5509301107376814,74552
1770,-9.101262221354686,41.72,169382,1594,0.07,0.5740623809397221,74688
1780,-9.391234906841762,43.19,169958,1600,0.07,0.5158368665724993,74976
1790,-9.543104005494067,44.47,170414,1605,0.07,0.5420977026224136,75200
1800,-9.91459968308466,47.07,171281,1614,0.07,0.8945610970258713,75640
1810,-10.145521546288329,48.39,171811,1619,0.07,0.6035460699349642,75904
1820,-10.74950781726688,49.4,172220,1624,0.07,0.5676405392587185,76104
1830,-10.033272708893607,46.43,172581,1628,0.07,0.7044415883719921,76288
1840,-10.825486586313682,49.9,173224,1634,0.07,0.7900905534625053,76608
1850,-10.485973854722726,47.28,173521,1638,0.07,0.6549219489097595,76760
1860,-11.040660074719188,48.56,174064,1644,0.07,0.6017156783491373,77024
1870,-11.251510679695944,49.34,174416,1648,0.07,0.5085675846785307,77200
1880,-10.682903001673315,46.74,174732,1651,0.07,0.6552112922072411,77360
1890,-10.734178965855897,46.53,175167,1656,0.07,0.5853326935321093,77576
1900,-9.919462694870527,41.28,175509,1660,0.07,0.6968063600361347,77752
1910,-9.791156909000293,39.68,175879,1664,0.07,0.540485393255949,77936
1920,-9.432841998706548,38.74,176194,1668,0.07,0.7487128172069788,78096
1930,-10.276924058753417,43.05,176986,1676,0.07,0.6301410831511021,78488
1940,-9.96841206131048,42.36,177560,1682,0.07,0.854485422372818,78776
1950,-9.88495576204821,42.18,177839,1685,0.07,0.6531405039131641,78912
1960,-9.078318725519987,39.68,178132,1688,0.07,0.6044991984963417,79064
1970,-9.087345737396369,40.25,178541,1693,0.07,0.7068331763148308,79264
1980,-9.249560086508888,41.18,178950,1697,0.07,0.7377849444746971,79472
1990,-9.474898402320035,41.97,179464,1703,0.07,0.502521388232708,79728
2000,-9.476769869511662,42.31,179840,1707,0.07,0.73385757394135,79912
2010,-9.173453376385192,41.41,180120,1710,0.07,0.8781318683177233,80056
2020,-9.511066418331847,44.21,180715,1716,0.07,0.6858458518981934,80352
2030,-8.640625701601465,39.53,181039,1719,0.07,0.6563678495585918,80512
2040,-8.414994973484687,37.33,181393,1723,0.07,0.4812872093170881,80696
2050,-9.307005118274306,42.14,182153,1731,0.07,0.6475688740611076,81072
2060,-9.910005566801702,45.47,182779,1738,0.07,0.6527180429548025,81384
2070,-9.951631062476428,45.52,183193,1742,0.07,0.8385711573064327,81592
2080,-9.798882884671865,45.63,183613,1746,0.07,0.5425250772386789,81800
2090,-9.19813679569504,43.54,183918,1750,0.07,0.6459134258329868,81952
2100,-9.053620542032577,42.67,184207,1753,0.07,0.7139936611056328,82096
2110,-9.492051590793972,44.83,184703,1758,0.07,0.6058174222707748,82344
2120,-9.308358111273332,42.52,185067,1762,0.07,0.9574589245021343,82528
2130,-9.887785206767063,44.96,185635,1768,0.07,0.6893593445420265,82816
2140,-9.700510988313756,44.5,185943,1771,0.07,0.7611501477658749,82968
2150,-9.572683613775247,42.51,186504,1777,0.07,0.6675571631640196,83248
2160,-9.367963538748015,39.81,186860,1781,0.07,0.6088897138834,83424
2170,-9.186711906547288,38.74,187167,1784,0.07,0.5403591468930244,83576
2180,-9.321581648762423,37.99,187512,1788,0.07,0.8007532563060522,83752
2190,-9.853316612469403,40.44,188062,1793,0.07,0.5792212393134832,84024
2200,-10.191130364904271,42.26,188533,1798,0.07,0.8052677735686302,84264
2210,-9.94330364449313,40.72,188875,1802,0.07,0.8272810727357864,84432
2220,-10.196047603045113,41.76,189343,1807,0.07,0.7959908843040466,84664
2230,-9.786007148064064,40.53,189788,1812,0.07,0.9160690493881702,84888
2240,-9.778542832618054,41.18,190161,1816,0.07,0.7420091591775417,85080
2250,-9.064097643534133,38.12,190416,1821,0.07,0.7023675367236137,85200
2260,-8.769886006746134,37.73,190733,1825,0.07,0.7367940321564674,85360
2270,-8.842321115335427,37.74,191041,1829,0.07,0.7059020400047302,85520
2280,-8.748286986936385,37.86,191398,1832,0.07,0.9275502525269985,85696
2290,-8.218556931551564,35.44,191706,1836,0.07,0.847494263201952,85848
2300,-8.44260421796074,35.44,192177,1841,0.07,0.9319358393549919,86088
2310,-8.329293510364433,34.73,192448,1844,0.07,0.9985944405198097,86216
2320,-8.865690046082662,37.2,193163,1852,0.07,0.6073946002870798,86576
2330,-8.835683283228581,36.19,193507,1856,0.07,0.9832803979516029,86752
2340,-9.24170837779824,37.23,193984,1861,0.07,0.9652840159833431,86984
2350,-9.407177899939805,37.73,194289,1864,0.07,0.7874531261622906,87144
2360,-9.442391293363883,37.74,194607,1868,0.07,0.9550846554338932,87296
2370,-9.236440852574502,37.28,194869,1870,0.07,0.7047746405005455,87432
2380,-9.623692205866675,39.61,195459,1877,0.07,0.8614461123943329,87728
2390,-10.064746115014207,41.3,195936,1882,0.07,0.8034350294619799,87960
2400,-9.762984004747135,39.95,196272,1885,0.07,0.8917196244001389,88128
2410,-9.798356555532383,40.24,196572,1888,0.07,1.0086101330816746,88280
2420,-9.143769108749392,38.39,197102,1894,0.07,0.9118641838431358,88544
2430,-9.938705678707358,42.3,197837,1902,0.07,0.8342844098806381,88912
2440,-9.76082838635152,41.86,198270,1906,0.07,0.5979671515524387,89128
2450,-10.217585469896967,43.29,198718,1911,0.07,0.9462373927235603,89352
2460,-10.312595399171046,43.85,199092,1915,0.07,0.9743701666593552,89544
2470,-10.925563485992921,46.7,199639,1921,0.07,0.8416498880833387,89816
2480,-10.344560119156307,43.44,199903,1924,0.07,0.8002229668200016,89944
