time/episodes,rollout/ep_len_mean,time/time_elapsed,rollout/exploration_rate,time/total_timesteps,rollout/ep_rew_mean,train/n_updates,train/loss
1380,75.31,1311,0.07,141721,-22.738857979434098,60856,1.1158425956964493
1390,77.66,1319,0.07,142561,-24.176165543983867,61280,1.0992859825491905
1400,78.85,1327,0.07,143321,-24.60992617002864,61656,1.1317058503627777
1410,78.42,1333,0.07,143967,-24.64749666838543,61976,1.1743456274271011
1420,80.82,1345,0.07,145159,-26.84926875917041,62576,1.1739028170704842
1430,84.52,1355,0.07,146182,-28.820921738665046,63088,1.1415919959545135
1440,83.93,1361,0.07,146847,-28.405963623170987,63416,1.2799433469772339
1450,81.15,1368,0.07,147601,-27.08412565396137,63800,1.0705614387989044
1460,78.9,1375,0.07,148229,-26.266007380755024,64112,1.1964160799980164
1470,76.97,1381,0.07,148827,-25.544190354595234,64408,1.1775803416967392
1480,77.2,1388,0.07,149541,-25.862735413381824,64768,1.1997425854206085
1490,78.87,1397,0.07,150548,-26.28875973803496,65272,1.1782369315624237
1500,76.89,1403,0.07,151110,-25.41442938492166,65552,1.2439831495285034
1510,76.33,1409,0.07,151700,-25.17970464429779,65848,1.1872344762086868
1520,69.91,1414,0.07,152250,-21.644177047947114,66120,1.2265831381082535
1530,65.15,1419,0.07,152797,-19.228945227252932,66392,1.121970258653164
1540,64.95,1426,0.07,153442,-18.945447248766563,66720,1.1391450464725494
1550,64.27,1432,0.07,154128,-18.693758471478272,67056,1.1810391917824745
1560,63.57,1438,0.07,154686,-18.094741593196282,67336,1.041070468723774
1570,64.94,1445,0.07,155421,-18.038167577077083,67704,1.333776280283928
1580,64.58,1452,0.07,156099,-17.6362113272506,68048,1.2104362398386002
1590,61.53,1458,0.07,156801,-16.29881777194592,68400,1.1509542763233185
1600,61.89,1464,0.07,157399,-16.275910644932715,68696,1.0260934606194496
1610,61.79,1470,0.07,157979,-15.987599889268308,68984,1.1634147465229034
1620,61.93,1475,0.07,158543,-15.797818100553162,69264,1.1531208902597427
1630,61.81,1481,0.07,159078,-15.710878604846299,69536,1.0879995226860046
1640,61.62,1487,0.07,159704,-15.545501622395308,69848,1.0815651044249535
1650,62.2,1494,0.07,160448,-15.618890097088576,70216,1.087221920490265
1660,62.76,1500,0.07,161062,-15.983237161875168,70528,1.1085006445646286
1670,62.07,1506,0.07,161728,-15.958742572524079,70856,1.1201353967189789
1680,62.23,1513,0.07,162422,-15.553788545991315,71208,1.1392497196793556
1690,64.66,1522,0.07,163367,-16.647200499327496,71680,1.1435037776827812
1700,65.43,1529,0.07,164042,-17.062080776036552,72016,1.1130690723657608
1710,66.5,1536,0.07,164729,-17.604271712379514,72360,1.1392634212970734
1720,68.88,1544,0.07,165531,-18.170657451174765,72760,1.0834939554333687
1730,69.88,1550,0.07,166166,-18.30070808337272,73080,1.1887402087450027
1740,69.22,1555,0.07,166726,-17.88147842594341,73360,1.1060658767819405
1750,67.34,1561,0.07,167282,-17.471518107913354,73640,1.0348342210054398
1760,66.95,1566,0.07,167857,-17.207206177163844,73928,1.1085703447461128
1770,66.19,1572,0.07,168447,-16.922021688997294,74216,1.1653716638684273
1780,66.54,1579,0.07,169176,-17.334079907581064,74584,1.131736308336258
1790,63.67,1585,0.07,169834,-15.854949863701252,74912,1.0254838317632675
1800,65.32,1594,0.07,170674,-16.623195329113827,75336,1.0670293644070625
1810,66.02,1601,0.07,171431,-16.19591851384194,75712,1.0187710151076317
1820,65.1,1608,0.07,172141,-16.444952684096716,76064,1.0441640317440033
1830,65.26,1614,0.07,172792,-16.15578678093076,76392,1.0210111066699028
1840,66.04,1620,0.07,173430,-16.361764827576042,76712,0.9374532774090767
1850,69.14,1629,0.07,174296,-17.168360727701906,77144,0.9165265709161758
1860,71.73,1637,0.07,175130,-17.938322877894283,77560,0.93680539727211
1870,74.43,1645,0.07,175990,-18.958443044194986,77992,0.9335722774267197
1880,74.66,1653,0.07,176742,-18.699686761016626,78368,0.8349711522459984
1890,79.3,1663,0.07,177864,-19.396350667634167,78928,0.8234602883458138
1900,78.48,1671,0.07,178622,-19.127246008755588,79304,0.7728689610958099
1910,79.55,1679,0.07,179486,-20.402998540944445,79736,0.7537156119942665
1920,84.36,1691,0.07,180677,-24.259139624995836,80336,0.7205509841442108
1930,83.16,1696,0.07,181208,-24.346628795073386,80600,0.733102835714817
1940,84.83,1704,0.07,182013,-25.267530468853924,81000,0.7052379623055458
1950,84.85,1712,0.07,182881,-25.466446236371542,81440,0.6913251876831055
1960,83.14,1718,0.07,183544,-25.156219827444716,81768,0.6933895796537399
1970,81.41,1725,0.07,184231,-24.257431302087017,82112,0.6758803278207779
1980,81.72,1732,0.07,185014,-24.54185897617469,82504,0.6765766963362694
1990,78.23,1740,0.07,185787,-24.17739779102261,82888,0.6504082381725311
2000,78.15,1747,0.07,186537,-23.800460693057495,83264,0.6394930481910706
2010,82.0,1759,0.07,187786,-24.98499950880078,83888,0.648375578224659
2020,78.86,1768,0.07,188663,-20.92617922417868,84328,0.5795315578579903
2030,82.57,1776,0.07,189565,-21.972854331011607,84776,0.6348010152578354
2040,89.03,1790,0.07,191016,-23.223930873499786,85504,0.5666651576757431
2050,91.8,1801,0.07,192161,-23.002366337017598,86080,0.5453838780522346
2060,95.28,1811,0.07,193172,-23.983879532495447,86584,0.5742393806576729
2070,108.91,1831,0.07,195222,-30.492954161187395,87608,0.56029849126935
2080,117.26,1847,0.07,196840,-34.56509340006025,88416,0.5409256853163242
2090,132.04,1868,0.07,199091,-37.88879499658772,89544,0.5137802846729755
